First_pokemon_HP,First_pokemon_ATK,First_pokemon_DEF,First_pokemon_SP_ATK,First_pokemon_DP_DEF,First_pokemon_Speed,First_pokemon_STATS_SUM,First_pokemon_RATIO,Second_pokemon_HP,Second_pokemon_ATK,Second_pokemon_DEF,Second_pokemon_SP_ATK,Second_pokemon_DP_DEF,Second_pokemon_Speed,Second_pokemon_STATS_SUM,Second_pokemon_RATIO,Relation
103,60,86,60,86,50,445,0.3458646616541353,39,52,43,60,50,65,309,0.5041322314049587,1.0
65,90,115,45,115,58,488,0.5041322314049587,48,61,40,61,40,50,300,0.2543859649122807,0.25
60,69,95,69,95,36,424,0.2608695652173913,40,30,32,50,52,65,269,0.3671875,0.5
95,155,109,70,130,81,640,0.6788321167883211,70,60,70,87,78,85,450,0.6228070175438597,0.5
50,75,35,70,30,40,300,0.21296296296296297,125,58,58,76,76,67,460,0.515625,2.0
45,50,45,115,55,95,405,0.6936936936936937,70,120,65,45,85,125,510,0.9747899159663865,0.5
40,35,30,120,70,105,400,0.6692307692307692,50,180,20,180,20,150,600,0.9029850746268657,0.5
78,84,78,109,85,100,534,0.8620689655172413,65,70,60,65,65,115,440,0.8583333333333333,1.0
90,110,80,100,80,95,555,0.7982456140350878,38,35,40,27,25,35,200,0.08208955223880597,2.0
44,38,33,61,43,70,289,0.5267857142857143,50,55,50,36,30,43,264,0.2922077922077922,2.0
59,63,80,65,80,58,405,0.41843971631205673,70,70,70,70,70,70,420,0.5289256198347108,1.0
92,105,90,125,90,98,600,0.8217054263565892,65,75,105,35,65,85,430,0.6940298507462687,1.0
30,40,70,70,25,60,295,0.41353383458646614,85,110,76,65,82,56,474,0.3933333333333333,0.5
45,49,65,49,65,45,318,0.275,111,83,68,92,82,39,475,0.1774193548387097,4.0
80,120,79,95,79,70,523,0.5833333333333334,65,60,110,130,95,65,525,0.47761194029850745,1.0
57,80,91,80,87,75,470,0.5737704918032787,50,35,55,25,25,15,205,0.021739130434782608,1.0
90,30,15,40,20,15,210,0.043478260869565216,45,90,20,65,20,65,305,0.5116279069767442,2.0
80,80,90,110,130,110,600,0.8721804511278195,105,105,75,65,100,50,500,0.37593984962406013,2.0
90,50,34,60,44,70,348,0.6283185840707964,70,110,75,145,85,145,630,0.9444444444444444,2.0
50,20,55,25,25,30,205,0.09774436090225563,70,90,45,15,45,50,315,0.3629032258064516,0.5
70,60,125,115,70,55,495,0.35507246376811596,60,48,45,43,90,42,328,0.21897810218978103,1.0
45,63,37,65,55,95,360,0.8055555555555556,45,95,50,40,50,75,355,0.54,1.0
41,64,45,50,50,50,300,0.36752136752136755,110,160,110,80,110,100,670,0.8591549295774648,1.0
125,58,58,76,76,67,460,0.515625,55,55,50,45,65,55,325,0.37373737373737376,1.0
72,58,80,103,80,97,490,0.7171052631578947,80,90,80,130,110,110,600,0.856,0.5
65,95,100,60,50,50,420,0.34959349593495936,30,80,90,55,45,55,355,0.4295774647887324,1.0
135,85,40,40,85,5,390,0.6864406779661016,54,63,52,83,56,97,405,0.7697841726618705,1.0
85,110,90,45,90,80,500,0.6206896551724138,65,60,110,130,95,65,525,0.47761194029850745,1.0
85,110,76,65,82,56,474,0.3933333333333333,91,134,95,100,100,80,600,0.6304347826086957,0.25
90,92,75,92,85,60,494,0.49586776859504134,75,80,70,65,75,90,455,0.7578125,0.5
60,85,69,65,79,80,438,0.576,65,150,40,15,80,145,495,0.9663865546218487,0.5
80,52,50,90,50,89,411,0.6666666666666666,60,60,60,105,105,105,495,0.848,0.5
60,55,145,75,150,40,525,0.2,70,85,65,105,85,120,530,0.9262295081967213,1.0
45,90,20,65,20,65,305,0.5116279069767442,60,90,55,90,80,110,485,0.8677685950413223,1.0
90,132,105,132,105,30,594,0.4246575342465753,40,45,40,35,35,56,251,0.373015873015873,1.0
68,165,95,65,115,110,618,0.8615384615384616,126,131,95,131,98,99,680,0.8294573643410853,0.5
60,70,65,125,105,90,515,0.6911764705882353,90,92,75,92,85,60,494,0.49586776859504134,1.0
106,110,90,154,90,130,680,0.926829268292683,50,105,79,35,110,76,455,0.6214285714285714,1.0
77,59,50,67,63,46,362,0.23140495867768596,50,75,45,40,45,60,315,0.4380165289256198,2.0
50,50,62,40,62,65,329,0.4188034188034188,20,10,55,15,20,80,200,0.17985611510791366,1.0
105,150,90,150,90,95,680,0.8285714285714286,65,90,65,61,61,100,442,0.8373983739837398,1.0
60,85,40,30,45,68,328,0.6422018348623854,63,60,55,50,50,71,349,0.5289256198347108,0.0
35,80,50,50,70,120,405,0.84375,55,84,105,114,75,52,485,0.2890625,1.0
70,45,48,60,65,35,323,0.15748031496062992,95,85,85,65,65,35,430,0.2571428571428571,1.0
76,48,48,57,62,34,325,0.11688311688311688,70,55,65,95,85,70,440,0.5307692307692308,2.0
85,70,80,97,80,123,535,0.9304347826086956,100,150,120,120,100,90,680,0.6493506493506493,1.0
74,48,76,83,81,104,466,0.7322834645669292,85,76,64,45,55,90,415,0.6739130434782609,1.0
70,120,65,45,85,125,510,0.9747899159663865,75,55,70,55,95,110,460,0.8444444444444444,4.0
46,87,60,30,40,57,320,0.37777777777777777,60,100,115,70,85,90,520,0.7557251908396947,0.5
50,50,40,30,30,50,250,0.2781954887218045,40,45,35,30,40,55,245,0.3793103448275862,0.0
55,84,105,114,75,52,485,0.2890625,80,90,80,130,110,110,600,0.856,0.5
59,110,150,45,49,35,448,0.3333333333333333,50,75,75,65,65,50,380,0.4049586776859504,1.0
70,62,67,55,55,56,365,0.38513513513513514,100,100,100,100,100,100,600,0.831858407079646,1.0
65,90,120,85,70,60,490,0.43410852713178294,80,100,70,50,60,45,405,0.25806451612903225,1.0
70,95,125,65,75,45,475,0.33613445378151263,45,49,49,65,65,45,318,0.2781954887218045,1.0
80,82,100,83,100,80,525,0.6821705426356589,40,65,95,60,45,35,340,0.13986013986013987,0.5
91,134,95,100,100,80,600,0.6304347826086957,53,51,53,61,56,40,314,0.14285714285714285,1.0
30,56,35,25,35,72,253,0.48148148148148145,90,100,60,90,60,80,480,0.6422764227642277,1.0
49,66,70,44,55,51,335,0.4260869565217391,35,85,45,35,35,75,310,0.6492537313432836,0.0
45,65,34,40,34,45,263,0.2589928057553957,39,52,43,60,50,65,309,0.5041322314049587,1.0
50,30,55,65,55,20,275,0.13675213675213677,65,65,60,110,95,130,525,0.9253731343283582,1.0
60,85,42,85,42,91,405,0.8227848101265823,52,65,50,45,50,38,300,0.27419354838709675,0.5
60,100,85,80,85,100,510,0.7007874015748031,45,35,45,62,53,35,275,0.11851851851851852,1.0
100,100,100,100,100,100,600,0.8758169934640523,60,80,95,70,85,50,440,0.2231404958677686,0.25
60,55,90,145,90,80,520,0.6071428571428571,108,112,118,68,72,47,525,0.2916666666666667,1.0
60,50,150,50,150,60,520,0.5206611570247934,80,80,80,55,55,90,440,0.6417910447761194,0.0
76,65,45,92,42,91,411,0.7449664429530202,70,20,50,20,50,40,250,0.1557377049180328,1.0
50,92,108,92,108,35,485,0.2457627118644068,75,80,85,110,90,50,490,0.3548387096774194,1.0
81,102,77,85,75,85,505,0.5642857142857143,67,57,55,77,55,114,425,0.8879310344827587,0.0
40,55,70,45,60,30,300,0.10619469026548672,64,115,65,83,63,65,455,0.5323741007194245,1.0
46,57,40,40,40,50,273,0.25,80,70,70,90,100,70,480,0.5609756097560976,2.0
45,53,70,40,60,42,310,0.25735294117647056,55,70,40,60,40,40,305,0.26956521739130435,1.0
82,80,86,85,75,72,480,0.6183206106870229,79,115,70,125,80,111,580,0.864,1.0
40,30,50,55,55,100,330,0.584070796460177,60,30,30,36,56,50,262,0.32432432432432434,2.0
65,80,65,35,65,60,370,0.38405797101449274,60,40,60,95,60,55,370,0.4222222222222222,0.0
75,80,85,110,90,50,490,0.3548387096774194,79,115,70,125,80,111,580,0.8468468468468469,0.5
100,120,120,150,100,90,680,0.7880794701986755,65,65,45,75,45,95,390,0.72,1.0
79,105,70,145,80,101,580,0.8608695652173913,103,93,67,71,61,84,479,0.7142857142857143,1.0
45,63,37,65,55,95,360,0.8055555555555556,60,80,50,40,40,30,300,0.15328467153284672,1.0
60,67,85,77,75,116,480,0.8888888888888888,61,84,65,70,70,70,420,0.5,1.0
35,85,45,35,35,75,310,0.6492537313432836,108,112,118,68,72,47,525,0.2916666666666667,1.0
50,50,77,95,77,91,440,0.5916666666666667,65,150,60,115,60,115,565,0.935251798561151,0.5
65,50,70,95,80,65,425,0.4262295081967213,70,84,70,65,70,51,410,0.2949640287769784,2.0
95,70,73,95,90,60,483,0.3983739837398374,90,120,120,60,60,50,500,0.35294117647058826,1.0
72,58,80,103,80,97,490,0.7171052631578947,75,80,85,110,90,50,490,0.3548387096774194,4.0
60,50,70,50,90,65,385,0.39568345323741005,35,55,35,30,30,35,220,0.23684210526315788,2.0
80,100,80,80,80,100,520,0.9051724137931034,60,80,50,40,40,30,300,0.15328467153284672,0.0
95,125,79,60,100,81,540,0.6165413533834586,92,105,90,125,90,98,600,0.8217054263565892,0.5
105,180,100,180,100,115,780,0.9477611940298507,60,115,105,65,70,80,495,0.7181818181818181,0.5
70,55,55,80,60,45,365,0.2222222222222222,72,95,67,103,71,122,530,0.9606299212598425,2.0
85,135,130,60,80,25,515,0.40540540540540543,50,53,62,58,63,44,330,0.13709677419354838,1.0
50,65,107,105,107,86,520,0.703125,55,50,40,40,40,75,300,0.5945945945945946,1.0
75,95,125,45,75,95,510,0.8257575757575758,55,112,45,74,45,70,401,0.559322033898305,0.0
130,65,60,110,95,65,525,0.5227272727272727,90,93,55,70,55,55,418,0.3819444444444444,2.0
76,48,48,57,62,34,325,0.11688311688311688,50,48,43,46,41,60,288,0.47297297297297297,1.0
20,10,230,10,230,5,505,0.0,52,65,50,45,50,38,300,0.27419354838709675,2.0
62,44,50,44,50,55,305,0.3629032258064516,100,50,80,60,80,50,420,0.34375,0.5
78,65,68,112,154,75,552,0.628099173553719,95,85,85,65,65,35,430,0.2571428571428571,1.0
91,72,90,129,90,108,580,0.8620689655172413,35,45,160,30,45,70,385,0.48148148148148145,8.0
150,80,44,90,54,80,498,0.625,90,50,34,60,44,70,348,0.6283185840707964,2.0
100,100,100,100,100,100,600,0.8805970149253731,40,45,40,62,60,60,307,0.33884297520661155,2.0
45,50,43,40,38,62,278,0.40441176470588236,40,55,30,30,30,85,270,0.688,1.0
150,80,44,90,54,80,498,0.625,150,100,120,100,120,90,680,0.6666666666666666,2.0
58,64,58,80,65,80,405,0.5423728813559322,105,105,75,65,100,50,500,0.37593984962406013,1.0
115,140,130,55,55,40,535,0.4519230769230769,95,85,85,65,65,35,430,0.2571428571428571,0.5
45,30,35,20,20,45,195,0.14782608695652175,85,105,100,79,83,78,530,0.5869565217391305,1.0
75,100,66,60,66,115,482,0.918918918918919,85,73,70,73,115,67,483,0.5126050420168067,1.0
90,70,80,70,95,70,475,0.5190839694656488,80,80,80,80,80,80,480,0.5606060606060606,0.25
55,75,50,40,40,80,340,0.6302521008403361,50,53,62,58,63,44,330,0.13709677419354838,1.0
50,75,35,70,30,40,300,0.21296296296296297,60,52,168,47,138,30,495,0.19834710743801653,0.0
45,60,30,80,50,65,330,0.4603174603174603,85,70,80,97,80,123,535,0.9304347826086956,0.5
43,80,65,50,35,35,308,0.14193548387096774,50,95,95,35,110,70,455,0.5179856115107914,1.0
60,45,70,75,85,55,390,0.3008130081300813,80,120,80,120,80,100,580,0.8478260869565217,1.0
135,85,40,40,85,5,390,0.6864406779661016,65,65,45,75,45,95,390,0.72,1.0
60,60,60,35,35,30,280,0.11194029850746269,90,120,75,60,60,45,450,0.29411764705882354,1.0
80,110,60,150,130,70,600,0.5042016806722689,95,145,130,120,90,120,700,0.9398496240601504,1.0
60,80,50,50,50,40,330,0.23853211009174313,35,35,40,35,55,50,250,0.40336134453781514,1.0
55,81,60,50,70,97,413,0.7214285714285714,75,100,95,40,70,110,490,0.8717948717948718,1.0
120,100,85,30,85,45,465,0.22448979591836735,65,90,40,45,80,75,395,0.625,0.25
70,120,65,45,85,125,510,0.9747899159663865,57,80,91,80,87,75,470,0.5737704918032787,0.25
106,110,90,154,90,130,680,0.926829268292683,97,165,60,65,50,58,495,0.3902439024390244,1.0
35,35,35,35,35,35,210,0.13385826771653545,50,75,75,65,65,50,380,0.4049586776859504,0.0
71,95,85,110,95,79,535,0.664,75,100,66,60,66,115,482,0.918918918918919,1.0
45,60,32,50,32,76,295,0.5925925925925926,55,35,50,55,110,85,390,0.6277372262773723,2.0
20,25,45,70,90,60,310,0.30833333333333335,108,100,121,81,95,95,600,0.7476635514018691,4.0
70,120,100,145,105,20,560,0.2824427480916031,77,120,90,60,90,48,485,0.2785714285714286,0.5
75,90,140,60,60,40,465,0.3008130081300813,35,45,160,30,45,70,385,0.48148148148148145,2.0
60,65,60,130,75,110,500,0.7719298245614035,40,50,90,30,55,65,330,0.44680851063829785,0.5
64,115,65,83,63,65,455,0.5323741007194245,89,125,90,115,80,101,600,0.8725490196078431,1.0
91,72,90,129,90,108,580,0.8620689655172413,60,105,60,120,60,105,510,0.8849557522123894,2.0
75,103,80,70,80,92,500,0.7933884297520661,75,90,50,110,80,95,500,0.7985611510791367,0.5
53,51,53,61,56,40,314,0.14285714285714285,55,65,95,95,45,85,440,0.6610169491525424,0.5
59,66,70,44,55,41,335,0.25190839694656486,70,115,60,115,60,55,475,0.4647887323943662,0.25
45,60,40,70,50,45,310,0.2846715328467153,60,50,50,60,70,50,340,0.28346456692913385,1.0
90,30,15,40,20,15,210,0.043478260869565216,80,120,130,55,65,45,495,0.37037037037037035,0.5
80,115,80,65,55,93,488,0.7846153846153846,48,61,40,61,40,50,300,0.2543859649122807,2.0
40,55,80,35,60,30,300,0.15037593984962405,61,84,65,70,70,70,420,0.5,1.0
114,85,70,85,80,30,464,0.2066115702479339,100,100,100,100,100,100,600,0.8602941176470589,1.0
38,35,40,27,25,35,200,0.08208955223880597,45,49,49,65,65,45,318,0.2781954887218045,1.0
60,90,55,90,80,110,485,0.8677685950413223,70,110,75,145,85,145,630,0.9444444444444444,0.25
50,50,150,50,150,50,500,0.2571428571428571,70,20,50,20,50,40,250,0.1557377049180328,1.0
25,35,70,95,55,45,325,0.16783216783216784,85,115,80,105,80,50,515,0.3063063063063063,0.25
30,56,35,25,35,72,253,0.48148148148148145,95,109,105,75,85,56,525,0.34513274336283184,1.0
65,150,40,15,80,145,495,0.9663865546218487,40,30,35,50,70,55,280,0.28205128205128205,1.0
40,30,35,50,70,55,280,0.28205128205128205,65,50,35,115,95,95,455,0.7333333333333333,1.0
90,95,95,70,90,70,510,0.5230769230769231,126,131,95,131,98,99,680,0.8102189781021898,1.0
69,55,45,55,55,15,294,0.11666666666666667,75,90,90,140,90,115,600,0.9481481481481482,0.5
110,65,105,55,95,80,510,0.6258503401360545,55,45,43,55,43,72,313,0.5853658536585366,2.0
65,65,45,75,45,95,390,0.72,80,70,70,90,100,70,480,0.5609756097560976,4.0
65,60,70,85,75,40,395,0.1796875,85,105,100,79,83,78,530,0.5869565217391305,1.0
100,75,115,90,115,85,580,0.6446280991735537,40,45,65,100,120,90,460,0.5588235294117647,1.0
75,80,60,65,90,102,472,0.8625954198473282,45,49,65,49,65,45,318,0.275,1.0
40,55,99,40,79,47,360,0.26262626262626265,80,115,80,65,55,93,488,0.7846153846153846,0.5
190,33,58,33,58,33,405,0.13432835820895522,35,55,35,30,30,35,220,0.23684210526315788,0.0
190,33,58,33,58,33,405,0.13432835820895522,79,115,70,125,80,111,580,0.8468468468468469,1.0
70,145,88,140,70,112,625,0.8888888888888888,82,121,119,69,59,71,521,0.5394736842105263,4.0
46,87,60,30,40,57,320,0.37777777777777777,30,80,90,55,45,55,355,0.4295774647887324,1.0
55,45,50,45,65,80,340,0.5546218487394958,105,105,75,65,100,50,500,0.37593984962406013,0.5
65,90,115,45,115,58,488,0.5041322314049587,54,45,47,75,98,52,371,0.39669421487603307,0.25
70,50,30,95,135,105,485,0.8040540540540541,54,78,103,53,45,22,355,0.23255813953488372,0.5
105,140,95,55,65,45,505,0.3,20,10,230,10,230,5,505,0.0,1.0
50,75,70,35,70,48,348,0.29357798165137616,38,30,41,30,41,60,240,0.2897196261682243,2.0
58,50,145,95,105,30,483,0.2459016393442623,65,50,35,115,95,95,455,0.7333333333333333,2.0
77,85,51,55,51,65,384,0.5163934426229508,28,25,25,45,35,40,198,0.16083916083916083,1.0
50,85,125,85,115,20,480,0.4306569343065693,60,85,69,65,79,80,438,0.576,1.0
50,50,50,50,50,50,300,0.30708661417322836,50,25,28,45,55,15,218,0.0625,1.0
60,69,95,69,95,36,424,0.2608695652173913,100,5,5,15,65,30,220,0.07692307692307693,1.0
106,190,100,154,100,130,780,0.9259259259259259,53,54,53,37,46,45,288,0.3090909090909091,0.0
66,41,77,61,87,23,355,0.12096774193548387,86,92,88,68,75,73,482,0.6835443037974683,1.0
91,129,90,72,90,108,580,0.8536585365853658,65,60,110,130,95,65,525,0.47761194029850745,4.0
65,80,65,35,65,60,370,0.38405797101449274,50,53,48,53,48,64,316,0.358974358974359,1.0
190,33,58,33,58,33,405,0.13432835820895522,110,130,80,70,60,80,530,0.5862068965517241,2.0
64,115,65,83,63,65,455,0.5323741007194245,80,95,82,60,82,75,474,0.6,1.0
95,85,85,65,65,35,430,0.2571428571428571,75,87,63,87,63,98,473,0.865546218487395,0.0
60,75,85,100,85,115,520,0.8992248062015504,49,55,42,42,37,85,310,0.6068376068376068,1.0
55,70,45,70,50,60,350,0.45,65,45,55,45,70,45,325,0.24369747899159663,0.5
80,105,105,105,105,80,580,0.5939849624060151,52,65,55,58,62,60,352,0.4482758620689655,1.0
86,76,86,116,56,95,515,0.7982456140350878,28,25,25,45,35,40,198,0.16083916083916083,1.0
80,110,120,130,90,70,600,0.6198347107438017,110,65,75,125,85,30,490,0.15,1.0
35,55,40,45,40,60,275,0.35714285714285715,40,65,40,80,40,65,330,0.5038167938931297,1.0
100,75,115,90,115,85,580,0.6446280991735537,90,100,90,125,85,90,580,0.7352941176470589,2.0
50,65,107,105,107,86,520,0.7313432835820896,100,73,83,73,83,55,467,0.371900826446281,0.5
55,20,35,20,45,75,250,0.37681159420289856,50,48,43,46,41,60,288,0.47297297297297297,1.0
59,66,70,44,55,41,335,0.25190839694656486,85,97,66,105,66,65,484,0.47107438016528924,0.5
41,50,37,50,37,66,281,0.5175438596491229,50,95,180,85,45,70,525,0.5298507462686567,1.0
50,75,35,70,30,40,300,0.21296296296296297,54,78,103,53,45,22,355,0.23255813953488372,2.0
60,62,50,62,60,40,334,0.18181818181818182,55,70,45,70,50,60,350,0.45,0.25
95,117,184,44,46,28,514,0.2975206611570248,89,125,90,115,80,101,600,0.8725490196078431,4.0
60,115,105,65,70,80,495,0.7181818181818181,64,78,52,78,52,81,405,0.6422764227642277,2.0
65,60,70,85,75,40,395,0.1796875,75,125,70,125,70,115,580,0.9037037037037037,1.0
25,35,70,95,55,45,325,0.16783216783216784,65,95,57,100,85,93,495,0.7441860465116279,0.5
106,190,100,154,100,130,780,0.9259259259259259,45,75,37,70,55,83,365,0.6183206106870229,1.0
150,160,100,95,65,100,670,0.8866666666666667,95,60,79,100,125,81,540,0.6201550387596899,1.0
123,100,62,97,81,68,531,0.4806201550387597,45,50,55,75,65,30,320,0.06293706293706294,0.25
52,65,50,45,50,38,300,0.27419354838709675,38,30,41,30,41,60,240,0.2897196261682243,1.0
88,107,122,74,75,64,530,0.4596774193548387,90,120,120,60,60,50,500,0.35294117647058826,2.0
60,67,85,77,75,116,480,0.8888888888888888,45,95,50,40,50,75,355,0.54,1.0
20,40,90,30,90,25,295,0.11363636363636363,60,79,105,59,85,36,424,0.17054263565891473,1.0
50,85,40,85,40,35,335,0.1746031746031746,100,110,90,85,90,60,535,0.47794117647058826,4.0
80,100,200,50,100,50,580,0.3472222222222222,165,75,80,40,45,65,470,0.5151515151515151,1.0
108,112,118,68,72,47,525,0.2916666666666667,40,55,99,40,79,47,360,0.26262626262626265,1.0
50,20,55,25,25,30,205,0.09774436090225563,55,63,90,50,80,42,380,0.21138211382113822,2.0
55,55,45,63,45,45,308,0.25,100,103,75,120,75,127,600,0.940677966101695,0.5
70,77,60,97,60,108,472,0.8394160583941606,45,30,35,20,20,45,195,0.14782608695652175,1.0
65,40,70,80,140,70,465,0.5954198473282443,123,100,62,97,81,68,531,0.4806201550387597,1.0
86,92,88,68,75,73,482,0.6835443037974683,50,52,48,65,50,55,320,0.33098591549295775,1.0
35,20,65,40,65,20,245,0.02459016393442623,85,115,80,105,80,50,515,0.3063063063063063,1.0
75,100,110,45,55,65,450,0.5333333333333333,20,10,230,10,230,5,505,0.0,1.0
95,75,180,130,80,30,590,0.13793103448275862,50,50,50,50,50,50,300,0.30708661417322836,1.0
55,75,50,40,40,80,340,0.6302521008403361,100,120,100,150,120,90,680,0.728,1.0
80,120,130,55,65,45,495,0.37037037037037035,50,85,40,85,40,35,335,0.1746031746031746,0.5
64,66,68,81,76,50,405,0.25190839694656486,110,135,60,50,65,88,508,0.7744360902255639,2.0
60,85,69,65,79,80,438,0.576,110,78,73,76,71,60,468,0.3333333333333333,0.5
50,64,50,45,50,41,300,0.22727272727272727,62,48,54,63,60,68,355,0.5178571428571429,1.0
40,40,40,70,40,20,250,0.032520325203252036,100,134,110,95,100,61,600,0.4057971014492754,0.5
43,30,55,40,65,97,330,0.6030534351145038,84,71,43,71,43,48,360,0.25874125874125875,1.0
55,75,50,40,40,80,340,0.6302521008403361,66,65,48,62,57,52,350,0.36220472440944884,2.0
60,75,100,55,80,50,420,0.3088235294117647,85,90,80,70,80,130,535,0.9262295081967213,2.0
95,110,80,70,80,50,485,0.37209302325581395,50,35,55,25,25,15,205,0.05263157894736842,1.0
65,125,100,55,70,85,500,0.6532258064516129,110,130,80,70,60,80,530,0.5862068965517241,1.0
95,117,80,65,70,92,519,0.8409090909090909,65,125,100,60,70,70,490,0.6099290780141844,1.0
30,56,35,25,35,72,253,0.48148148148148145,70,20,50,20,50,40,250,0.1557377049180328,1.0
30,30,42,30,42,70,244,0.4230769230769231,50,65,107,105,107,86,520,0.703125,0.5
65,90,122,58,75,84,494,0.71875,79,115,70,125,80,111,580,0.8468468468468469,0.5
50,65,85,35,35,55,325,0.32575757575757575,85,90,80,70,80,130,535,0.9262295081967213,0.5
64,66,68,81,76,50,405,0.25190839694656486,65,80,140,40,70,70,465,0.5223880597014925,1.0
30,105,90,25,25,50,325,0.2773722627737226,100,123,75,57,75,80,510,0.6923076923076923,1.0
65,155,120,65,90,105,600,0.8677685950413223,55,35,50,55,110,85,390,0.6277372262773723,1.0
80,50,100,100,200,50,580,0.2357142857142857,50,70,100,40,40,30,330,0.2222222222222222,0.5
70,80,70,80,70,110,480,0.6594202898550725,50,105,79,35,110,76,455,0.6214285714285714,1.0
100,100,100,100,100,100,600,0.8602941176470589,45,55,39,35,39,42,255,0.18518518518518517,1.0
85,105,100,79,83,78,530,0.5869565217391305,65,90,115,45,115,58,488,0.5041322314049587,1.0
36,50,50,65,60,44,305,0.16363636363636364,92,105,90,125,90,98,600,0.8217054263565892,2.0
30,65,100,45,25,40,305,0.1891891891891892,35,70,55,45,55,25,285,0.09420289855072464,0.5
100,100,100,100,100,100,600,0.8758169934640523,35,20,65,40,65,20,245,0.02459016393442623,0.5
75,85,200,55,65,30,510,0.16778523489932887,80,80,90,110,130,110,600,0.8721804511278195,1.0
90,85,100,95,125,85,580,0.6834532374100719,48,72,48,72,48,48,336,0.25984251968503935,1.0
100,150,120,120,100,90,680,0.6493506493506493,40,50,90,30,55,65,330,0.44680851063829785,1.0
60,50,70,50,90,65,385,0.39568345323741005,75,80,95,90,100,50,490,0.2158273381294964,4.0
55,50,40,40,40,75,300,0.5945945945945946,60,80,110,50,80,45,425,0.2833333333333333,1.0
80,100,70,50,60,45,405,0.25806451612903225,75,125,75,30,75,85,465,0.625,1.0
61,84,65,70,70,70,420,0.5,45,35,45,62,53,35,275,0.11851851851851852,1.0
130,70,35,70,35,60,400,0.4017857142857143,65,80,65,35,65,60,370,0.38405797101449274,1.0
75,55,70,55,95,110,460,0.8444444444444444,85,110,76,65,82,56,474,0.3933333333333333,1.0
50,60,60,60,60,30,320,0.11290322580645161,60,62,50,62,60,40,334,0.18181818181818182,1.0
100,103,75,120,75,127,600,0.940677966101695,50,120,53,35,110,87,455,0.640625,2.0
100,100,100,100,100,100,600,0.8758169934640523,125,120,90,170,100,95,700,0.78125,2.0
85,60,65,135,105,100,550,0.7518248175182481,68,90,65,50,55,82,410,0.6165413533834586,0.5
52,65,55,58,62,60,352,0.4482758620689655,65,105,60,60,70,95,455,63.0,2.0
70,60,62,80,82,60,414,0.4375,50,50,40,30,30,50,250,0.2781954887218045,1.0
50,70,100,40,40,30,330,0.2222222222222222,95,109,105,75,85,56,525,0.34513274336283184,0.5
100,100,100,100,100,100,600,0.8345864661654135,50,65,64,44,48,43,314,0.2196969696969697,2.0
59,66,70,44,55,41,335,0.25190839694656486,75,85,200,55,65,30,510,0.16778523489932887,1.0
65,90,65,61,61,100,442,0.8373983739837398,125,130,90,130,90,95,660,0.7734375,1.0
55,45,50,45,65,80,340,0.5546218487394958,28,25,25,45,35,40,198,0.16083916083916083,1.0
115,115,85,90,75,100,580,0.8134328358208955,20,10,230,10,230,5,505,0.0,1.0
65,76,84,54,96,105,480,0.9008264462809917,62,55,52,109,94,109,481,0.7833333333333333,1.0
82,80,86,85,75,72,480,0.6183206106870229,55,75,60,75,60,103,428,0.7982456140350878,1.0
125,170,100,120,90,95,700,0.77,95,80,105,40,70,100,490,0.8046875,1.0
62,55,52,109,94,109,481,0.7833333333333333,50,75,35,70,30,40,300,0.21296296296296297,0.5
106,110,90,154,90,130,680,0.926829268292683,60,55,50,40,55,45,305,0.22377622377622378,2.0
80,100,123,122,120,80,625,0.56,65,47,55,73,75,85,400,0.65,0.5
60,130,80,60,60,70,460,0.5153846153846153,75,105,75,105,75,45,480,0.3274336283185841,2.0
45,50,55,75,65,30,320,0.06293706293706294,80,105,65,60,75,130,515,0.9645390070921985,0.5
50,65,90,35,35,15,290,0.14678899082568808,50,50,50,50,50,50,300,0.30708661417322836,1.0
55,40,85,80,105,40,405,0.23622047244094488,45,60,40,70,50,45,310,0.2846715328467153,0.5
60,105,60,120,60,105,510,0.8849557522123894,82,80,86,85,75,72,480,0.6183206106870229,0.5
60,100,115,70,85,90,520,0.7557251908396947,70,80,65,90,65,85,455,0.578125,1.0
90,70,80,70,95,70,475,0.5190839694656488,45,50,35,55,75,40,300,0.21367521367521367,1.0
80,82,78,95,80,85,500,0.6869565217391305,80,120,80,120,80,100,580,0.8478260869565217,1.0
64,51,23,51,23,28,240,0.11363636363636363,70,80,65,90,65,85,455,0.578125,1.0
75,125,230,55,95,30,610,0.3448275862068966,110,123,65,100,65,65,528,0.5217391304347826,1.0
90,90,85,125,90,100,580,0.768595041322314,50,70,50,50,50,40,310,0.16296296296296298,2.0
50,50,62,40,62,65,329,0.4188034188034188,40,45,40,35,35,56,251,0.373015873015873,1.0
100,90,130,45,65,55,485,0.4253731343283582,55,84,105,114,75,52,485,0.2890625,0.5
50,52,48,65,50,55,320,0.33098591549295775,65,76,84,54,96,105,480,0.9008264462809917,1.0
80,80,90,110,130,110,600,0.8721804511278195,70,55,55,80,60,45,365,0.2222222222222222,1.0
79,105,70,145,80,101,580,0.8608695652173913,44,38,39,61,79,42,303,0.2251655629139073,1.0
49,66,70,44,55,51,335,0.4260869565217391,60,59,85,79,105,36,424,0.16666666666666666,0.25
78,65,68,112,154,75,552,0.628099173553719,75,140,65,112,65,110,567,0.9140625,1.0
85,73,70,73,115,67,483,0.5126050420168067,50,120,53,35,110,87,455,0.640625,1.0
